runner_id,age,gender,previous_marathon_count,training_program,personal_best_minutes,weekly_mileage_km
R086260,43,Male,2,Intermediate,258,20
R037835,57,Male,2,Intermediate,284,20
R018026,32,Male,1,Intermediate,238,20
R054259,37,Male,3,Beginner,232,36.7
R067080,19,Male,1,Intermediate,264,21.7
R061283,53,Female,4,Beginner,275,43.2
R040035,38,Female,0,Intermediate,,20
R040767,30,Female,0,Intermediate,,26.4
R075581,23,Female,1,Beginner,259,20
R012347,48,Male,3,Intermediate,199,20
R084437,57,Non-binary,2,Intermediate,252,43.4
R089429,48,Female,1,Intermediate,270,53.7
R090036,47,Male,2,Advanced,227,106.6728029
R054984,31,Male,2,Intermediate,195,30.2
R030882,26,Male,2,Beginner,323,44.2
R005365,20,Female,0,Beginner,,20
R061963,38,Female,0,Advanced,,57.1
R054975,46,Male,2,Intermediate,236,20
R029630,51,Female,1,Advanced,223,20
R083211,50,Male,1,Advanced,211,51.9
R022090,54,Male,1,Intermediate,272,103.8559118
R015640,63,Female,4,Beginner,232,20
R022222,64,Female,0,Beginner,,20
R068997,18,Female,2,Beginner,282,20
R004267,58,Male,5,Beginner,309,20
R077785,61,Female,2,Beginner,267,36.9
R037589,57,Female,2,Beginner,282,36.2
R067766,31,Male,0,Advanced,,64
R007926,51,Female,1,Intermediate,250,20
R068258,49,Male,5,Intermediate,227,20
R022789,27,Male,3,Beginner,283,40.3
R002852,21,Female,4,Beginner,274,20
R029791,22,Female,3,Advanced,190,21.8
R047924,20,Male,1,Advanced,271,20
R025316,48,Male,2,Beginner,285,20
R036145,42,Female,1,Beginner,249,32.2
R021403,19,Female,2,Beginner,311,20
R067657,51,Male,2,Intermediate,274,27.6
R018099,30,Male,4,Beginner,278,29.7
R025731,24,Female,3,Advanced,179,20.2
R000415,39,Female,1,Beginner,259,20
R050442,38,Female,1,Beginner,291,20
R008060,22,Female,4,Beginner,254,20
R098890,46,Male,1,Intermediate,260,20
R048098,53,Female,1,Advanced,203,33.3
R098116,63,Female,4,Intermediate,262,20
R031872,56,Male,1,Intermediate,261,20
R096582,46,Non-binary,1,Beginner,341,20
R059556,53,Male,4,Beginner,276,20
R090996,34,Male,2,Beginner,256,28.2
R004476,33,Female,0,Beginner,,20
R016160,39,Female,1,Beginner,282,42.4
R089822,50,Female,3,Advanced,214,20
R061614,33,Male,2,Beginner,267,20
R006935,22,Male,1,Beginner,305,20
R025171,27,Male,5,Advanced,224,20
R092780,35,Male,3,Beginner,262,20
R072905,18,Non-binary,1,Advanced,225,20
R092615,44,Male,1,Beginner,286,21.3
R029752,30,Female,3,Beginner,279,20
R001171,54,Female,1,Beginner,307,29
R071209,42,Male,2,Advanced,224,48.2
R045203,51,Non-binary,1,Intermediate,276,20
R097053,19,Female,1,Intermediate,225,35.8
R073559,49,Female,2,Beginner,276,41.2
R041112,34,Female,1,Beginner,287,20
R056926,52,Male,1,Intermediate,256,23.1
R095297,33,Female,4,Intermediate,236,56.5
R092995,40,Female,2,Intermediate,235,20
R052057,37,Female,1,Beginner,292,20
R025419,52,Female,2,Beginner,257,20
R005588,61,Male,1,Intermediate,244,20
R047560,36,Female,3,Intermediate,224,20
R012814,32,Female,2,Beginner,289,20
R016243,28,Female,4,Intermediate,239,54.7
R014646,37,Female,0,Beginner,,20
R098449,51,Male,4,Intermediate,242,20
R090231,60,Male,1,Advanced,259,20
R068862,28,Female,0,Advanced,,20
R002308,27,Male,2,Intermediate,246,24.2
R086007,24,Female,1,Advanced,229,20
R078948,54,Female,3,Intermediate,266,20
R004419,29,Male,4,Beginner,273,45.7
R020351,25,Male,3,Beginner,275,20
R023058,57,Male,2,Intermediate,268,26
R096831,50,Male,1,Advanced,258,20
R097500,45,Male,2,Advanced,206,20
R080076,45,Female,0,Intermediate,,20.9
R086302,20,Female,0,Beginner,,54.7
R007486,30,Male,4,Beginner,279,20
R067893,61,Male,4,Advanced,246,51
R079145,62,Female,3,Intermediate,279,30.7
R091971,26,Male,2,Intermediate,253,20
R026732,57,Male,3,Beginner,264,20
R080559,49,Female,1,Intermediate,258,20
R039918,21,Female,1,Beginner,290,24.4
R070468,45,Female,1,Advanced,210,20
R038037,24,Female,1,Intermediate,248,24.7
R034147,62,Female,2,Beginner,288,20
R070745,46,Female,0,Beginner,,20
R055257,58,Male,2,Intermediate,269,38.4
R013159,51,Male,1,Beginner,267,20
R070728,28,Female,2,Advanced,198,44.9
R080773,35,Male,2,Advanced,182,58.4
R022682,61,Male,1,Beginner,268,20
R037670,42,Male,3,Beginner,286,54.1
R011232,26,Male,6,Beginner,289,41.6
R063787,60,Male,2,Advanced,228,20
R094897,51,Female,3,Beginner,281,20
R006168,48,Female,0,Beginner,,25
R005026,18,Female,3,Intermediate,294,20
R000283,37,Female,8,Intermediate,260,20
R008741,30,Male,1,Advanced,230,20
R002661,41,Male,4,Beginner,266,26.6
R038441,57,Female,1,Intermediate,267,20
R023737,30,Female,2,Intermediate,247,23.7
R030142,46,Male,2,Beginner,246,20
R008208,19,Male,2,Beginner,264,20
R006933,52,Female,2,Beginner,287,20
R060287,42,Female,3,Beginner,286,20
R091659,47,Female,1,Intermediate,250,55.5
R082571,56,Male,1,Beginner,291,20
R082541,26,Female,4,Beginner,268,22.7
R022343,47,Male,3,Advanced,199,77.4
R029955,24,Female,1,Beginner,270,20
R098361,41,Male,1,Beginner,254,24.4
R098013,29,Female,1,Beginner,259,20
R030771,61,Female,1,Intermediate,247,115.3029384
R051454,64,Male,2,Beginner,286,20
R003463,40,Non-binary,0,Advanced,,20.3
R034416,42,Male,3,Beginner,242,31.5
R020984,55,Female,3,Intermediate,272,20
R039561,44,Male,2,Beginner,286,20
R011172,58,Female,2,Beginner,310,20
R026785,36,Male,1,Advanced,210,41.9
R046170,54,Female,5,Advanced,216,55.5
R066344,51,Female,0,Beginner,,20
R060615,63,Male,1,Beginner,261,34.8
R054406,53,Male,1,Beginner,276,45.6
R081660,52,Male,3,Intermediate,233,20
R082863,39,Female,2,Intermediate,237,31.1
R083930,61,Male,2,Advanced,195,72.7
R054402,18,Female,0,Beginner,,24.3
R044801,50,Female,2,Beginner,286,38.4
R082888,18,Male,2,Advanced,201,20
R014168,62,Male,1,Intermediate,252,31.2
R032030,33,Female,2,Intermediate,251,20
R023378,44,Male,4,Beginner,274,38
R066848,62,Female,2,Advanced,232,20
R000729,35,Female,3,Beginner,268,105.2128699
R014436,25,Female,2,Advanced,210,22.2
R063393,46,Female,3,Beginner,245,20
R065211,43,Female,1,Beginner,255,47.3
R097303,60,Male,1,Advanced,209,29.1
R007750,60,Female,3,Beginner,237,20
R009492,48,Female,2,Beginner,301,20
R045369,43,Male,1,Beginner,323,20
R084565,54,Female,3,Beginner,303,20
R045671,60,Female,1,Intermediate,236,20
R084884,55,Male,1,Advanced,192,36.1
R017050,48,Male,1,Beginner,271,20
R035579,59,Male,4,Beginner,283,20
R053865,26,Male,1,Intermediate,234,114.93666
R043635,26,Female,2,Beginner,265,33.9
R033078,31,Male,6,Beginner,301,20
R098257,20,Male,2,Advanced,205,61.4
R038222,47,Female,2,Advanced,244,34.8
R053014,54,Male,2,Advanced,234,20
R001355,42,Male,0,Intermediate,,21.8
R035870,18,Female,1,Intermediate,265,20
R002670,25,Female,4,Beginner,363,25.9
R012948,27,Male,2,Intermediate,216,20
R092788,31,Male,2,Beginner,310,22.5
R064180,65,Female,1,Beginner,279,20
R099537,62,Non-binary,2,Beginner,269,20
R008245,45,Female,4,Beginner,277,20
R034829,57,Male,1,Beginner,319,20
R028305,30,Male,2,Beginner,261,20
R007470,29,Male,0,Advanced,,43.4
R058913,32,Female,4,Beginner,247,20
R014973,61,Male,0,Beginner,,20
R025456,33,Male,5,Beginner,235,20
R097025,50,Male,3,Advanced,176,52.8
R065566,59,Female,0,Beginner,,20
R082401,54,Male,3,Beginner,278,20
R018512,37,Male,4,Beginner,284,20
R024701,65,Male,2,Advanced,233,45.6
R079610,62,Female,2,Beginner,313,46.4
R037677,44,Female,2,Advanced,162,45.2
R021630,19,Male,1,Intermediate,255,23.1
R015696,25,Female,3,Beginner,304,24.7
R032060,56,Female,2,Beginner,259,25.4
R015195,52,Female,0,Advanced,,20
R052288,53,Male,1,Advanced,244,31.5
R029925,38,Female,3,Advanced,224,30
R071777,41,Female,2,Intermediate,269,31.7
R079098,51,Non-binary,5,Beginner,310,20
R041189,25,Male,2,Beginner,271,20
R007323,43,Female,1,Intermediate,291,20
R011656,58,Female,2,Advanced,253,25.6
R056404,22,Male,2,Beginner,249,20
R048082,30,Female,1,Beginner,267,23.7
R064778,24,Female,3,Beginner,285,20
R038241,27,Male,0,Beginner,,20
R055217,40,Male,0,Beginner,,20
R037122,24,Female,0,Beginner,,20
R060874,60,Non-binary,2,Beginner,251,20
R069185,63,Female,4,Intermediate,234,24.3
R070457,23,Female,1,Beginner,273,21.8
R047578,45,Male,1,Beginner,297,20
R097433,38,Female,1,Beginner,266,20
R050921,60,Male,0,Advanced,,23.7
R085513,64,Male,1,Intermediate,235,20
R029343,53,Female,1,Beginner,250,20
R091014,54,Female,2,Intermediate,281,20
R001135,44,Male,1,Beginner,337,36.3
R080742,63,Male,5,Beginner,272,20
R097253,46,Male,2,Beginner,267,20
R027373,60,Male,3,Beginner,287,20
R099454,53,Female,1,Advanced,216,21.7
R001618,41,Male,0,Beginner,,24.3
R015373,45,Male,2,Intermediate,190,27.4
R049446,32,Female,4,Intermediate,245,20
R091055,42,Female,3,Beginner,268,20
R041764,64,Female,4,Beginner,286,25
R002798,36,Female,2,Advanced,230,23.8
R094213,62,Male,5,Intermediate,297,20.7
R027361,45,Female,4,Intermediate,198,43.6
R069829,21,Female,3,Beginner,279,20
R098175,45,Male,2,Advanced,189,115.2458873
R018706,37,Female,2,Intermediate,234,58.9
R082160,40,Male,1,Intermediate,226,32.5
R067511,22,Male,2,Beginner,289,22.3
R061946,27,Male,2,Beginner,233,20
R094560,42,Male,0,Advanced,,20
R025690,44,Male,2,Beginner,303,26.2
R006661,35,Female,2,Intermediate,250,27.7
R079348,39,Female,2,Beginner,260,37.4
R092604,52,Male,3,Advanced,233,20
R022442,57,Male,2,Intermediate,219,20
R074562,54,Male,7,Beginner,258,20
R032694,23,Male,1,Beginner,294,20
R073727,27,Female,3,Advanced,217,20
R014412,55,Female,0,Intermediate,,29
R003661,41,Male,6,Intermediate,238,45.9
R064356,59,Male,2,Beginner,317,20
R069763,44,Male,3,Beginner,287,20
R062502,63,Female,1,Intermediate,254,20
R036022,21,Non-binary,0,Intermediate,,20
R006462,39,Female,6,Beginner,277,35.3
R082208,65,Female,1,Intermediate,289,20
R024303,25,Female,1,Advanced,202,29.3
R090861,38,Female,3,Intermediate,203,20
R087782,32,Female,1,Advanced,208,41.9
R006233,21,Male,3,Beginner,240,20
R026199,26,Male,3,Beginner,290,20.8
R090695,59,Male,2,Beginner,259,20
R032238,22,Male,4,Intermediate,251,20
R056559,38,Male,1,Beginner,262,20
R022685,31,Male,1,Beginner,250,20.1
R093710,51,Male,3,Advanced,228,28.4
R098732,54,Male,2,Advanced,233,25.5
R050987,40,Female,1,Intermediate,231,21.9
R001298,60,Male,2,Intermediate,223,23.1
R030168,43,Female,1,Advanced,228,26.1
R029319,36,Male,2,Intermediate,261,20
R058060,55,Male,2,Beginner,281,20
R006340,64,Male,2,Beginner,254,20
R086207,63,Male,4,Intermediate,257,53.7
R075347,46,Male,0,Beginner,,26.2
R037685,62,Female,2,Intermediate,256,31.2
R011949,47,Female,1,Advanced,224,54
R044824,23,Female,1,Beginner,272,20
R059692,55,Female,6,Beginner,289,20
R086089,55,Male,4,Beginner,301,20
R025902,24,Female,3,Beginner,291,20.5
R067262,28,Male,4,Beginner,276,38.2
R003461,44,Male,1,Intermediate,252,63.9
R005913,27,Male,0,Intermediate,,20
R048584,44,Female,1,Advanced,219,31.4
R045667,37,Male,1,Intermediate,219,20
R069666,43,Male,2,Advanced,248,20
R086205,38,Male,1,Beginner,251,20
R026889,42,Male,4,Intermediate,260,20
R030913,54,Male,4,Beginner,308,20
R020219,25,Male,3,Advanced,217,20
R009399,60,Male,2,Advanced,219,22
R044890,30,Female,3,Beginner,256,26.9
R090615,64,Male,2,Intermediate,243,20
R071072,34,Male,2,Beginner,294,111.081185
R069882,32,Female,4,Beginner,302,20
R085282,25,Male,2,Advanced,182,20
R062940,20,Male,1,Beginner,280,25.7
R076799,27,Male,3,Beginner,275,119.2876582
R029986,55,Female,2,Intermediate,279,113.3218808
R081889,21,Female,2,Beginner,279,20
R048223,51,Non-binary,1,Beginner,326,20
R001475,35,Male,0,Advanced,,20
R073315,21,Female,2,Intermediate,245,56.4
R077806,22,Female,1,Advanced,215,46
R026460,65,Female,1,Intermediate,222,20
R075552,18,Female,1,Intermediate,242,20
R070655,22,Male,2,Beginner,278,20
R047709,49,Male,0,Advanced,,23.2
R040922,30,Female,4,Intermediate,249,50.2
R065928,33,Male,0,Beginner,,20
R061438,19,Female,2,Beginner,308,23.6
R000381,34,Female,1,Beginner,264,22.8
R037470,63,Female,3,Beginner,302,20
R000447,26,Female,4,Beginner,293,33.3
R035624,24,Male,3,Intermediate,210,20
R033910,64,Male,1,Beginner,290,20.4
R007711,56,Male,3,Beginner,295,20
R056629,49,Male,4,Advanced,244,23.3
R014734,26,Male,1,Intermediate,254,20
R088102,29,Male,1,Intermediate,189,34.6
R097753,55,Female,3,Beginner,299,36.2
R094203,20,Female,4,Advanced,248,52.2
R059303,55,Male,4,Advanced,236,34.2
R087305,65,Female,1,Beginner,268,49.8
R027905,21,Male,2,Intermediate,259,37.3
R016095,47,Male,2,Intermediate,250,20
R017007,52,Male,1,Beginner,303,20
R020401,27,Male,5,Intermediate,266,20
R011158,46,Male,0,Intermediate,,20
R033029,36,Male,3,Intermediate,278,40.5
R054838,63,Female,3,Intermediate,275,20
R043154,58,Female,3,Intermediate,252,28.9
R054997,46,Male,4,Beginner,302,20
R014719,18,Female,1,Beginner,273,24.7
R014449,23,Non-binary,0,Intermediate,,103.1248949
R034142,30,Female,4,Beginner,247,20
R069843,18,Female,2,Intermediate,240,29.2
R047928,37,Male,3,Intermediate,280,29.7
R070386,45,Male,5,Beginner,271,20
R032643,37,Female,1,Intermediate,231,35.9
R059191,62,Female,3,Beginner,287,52.9
R078055,18,Female,2,Beginner,298,20
R068881,27,Female,4,Intermediate,246,20.4
R090096,49,Male,4,Intermediate,225,70.1
R089136,18,Male,2,Intermediate,242,20
R073845,30,Male,3,Beginner,265,21.6
R043810,32,Female,4,Advanced,189,35.2
R082041,65,Female,2,Intermediate,249,20
R036368,43,Male,2,Beginner,332,29.2
R018946,56,Female,1,Intermediate,228,20
R068732,22,Male,3,Beginner,301,20
R076672,33,Male,0,Intermediate,,20
R036405,22,Male,1,Intermediate,239,34.4
R087937,37,Male,4,Beginner,309,40.5
R016533,25,Male,2,Intermediate,191,20
R051720,40,Female,3,Intermediate,278,44.2
R066045,28,Male,5,Beginner,264,20
R011941,27,Female,3,Advanced,220,35.4
R020957,31,Female,2,Intermediate,242,20
R092477,57,Male,2,Advanced,244,21.9
R080627,59,Male,1,Beginner,231,20
R082146,24,Female,2,Advanced,235,22.8
R045385,29,Female,2,Advanced,207,47.3
R084143,34,Male,0,Intermediate,,20
R021544,21,Female,0,Beginner,,20
R055740,38,Male,2,Beginner,298,33.5
R066896,53,Female,2,Beginner,282,20
R025358,52,Male,1,Advanced,236,20
R079781,28,Male,3,Intermediate,217,20
R071276,23,Female,2,Beginner,270,20
R035443,54,Female,5,Beginner,277,31.6
R035351,19,Male,4,Beginner,327,20
R044708,18,Male,1,Beginner,282,20
R017362,39,Male,1,Beginner,291,20
R082441,61,Male,2,Beginner,304,20
R085234,64,Female,3,Advanced,238,20
R024640,42,Male,3,Beginner,300,20
R050042,53,Female,3,Intermediate,245,49.1
R057462,44,Male,4,Intermediate,190,36
R065478,54,Female,2,Beginner,267,34.8
R040379,60,Male,2,Beginner,320,36.4
R092840,59,Male,3,Intermediate,259,20
R097912,40,Female,1,Beginner,297,20
R072036,18,Female,0,Beginner,,38.4
R009530,39,Female,0,Beginner,,33.9
R060013,21,Non-binary,0,Beginner,,34.9
R039032,33,Male,2,Beginner,295,48.4
R055790,48,Male,0,Intermediate,,20
R028600,34,Female,6,Beginner,235,27.7
R070228,41,Male,4,Intermediate,271,30.4
R054429,47,Female,1,Advanced,239,53.8
R008669,24,Non-binary,1,Intermediate,247,33.7
R000641,42,Female,2,Beginner,323,20
R064855,55,Male,2,Advanced,201,20
R035112,31,Male,1,Advanced,174,20
R054753,32,Male,1,Beginner,279,41.4
R000092,46,Male,3,Beginner,240,24.5
R035965,20,Male,2,Beginner,257,20
R067681,25,Male,1,Beginner,305,37.9
R013297,19,Male,1,Advanced,232,23.2
R078939,53,Male,1,Intermediate,206,20
R050961,40,Male,0,Advanced,,20
R011730,33,Female,0,Intermediate,,20
R071362,34,Female,3,Beginner,329,37.7
R039969,52,Non-binary,2,Beginner,206,30.2
R057246,42,Female,0,Advanced,,75.6
R025650,48,Female,1,Intermediate,206,20
R075772,22,Male,1,Beginner,297,22.2
R020982,51,Male,1,Beginner,237,20
R036075,65,Female,1,Advanced,260,20
R091391,37,Male,3,Beginner,298,32.6
R013722,26,Male,1,Advanced,163,20
R015112,51,Female,2,Intermediate,273,20
R032475,31,Male,1,Advanced,209,27.9
R058544,39,Male,3,Advanced,232,27
R091079,38,Male,2,Beginner,219,20
R057887,33,Female,3,Advanced,223,20
R069530,53,Female,3,Intermediate,249,42.4
R015639,42,Female,2,Intermediate,242,20
R032706,37,Female,2,Beginner,264,20.8
R005404,42,Male,2,Advanced,231,25.9
R053831,43,Female,4,Intermediate,265,20
R079426,25,Female,2,Advanced,226,27.2
R049480,58,Female,1,Advanced,245,20
R056939,19,Male,2,Intermediate,262,42.1
R045325,38,Female,4,Beginner,260,28
R007467,31,Female,2,Intermediate,256,23.5
R069730,32,Female,0,Beginner,,20
R009632,62,Male,2,Beginner,277,20
R002995,60,Female,3,Intermediate,237,20.4
R058259,18,Male,2,Beginner,288,20
R067549,62,Female,4,Beginner,308,21.7
R039488,62,Female,2,Advanced,249,20
R052194,62,Male,3,Intermediate,286,34
R076669,56,Male,2,Intermediate,254,20
R025303,65,Male,2,Beginner,271,20
R067605,51,Male,2,Beginner,267,20
R013432,29,Male,2,Advanced,219,20
R070215,57,Female,2,Advanced,217,30.4
R030819,60,Female,0,Beginner,,41.7
R091699,58,Male,1,Beginner,259,20
R040129,57,Female,2,Advanced,193,46.8
R090544,45,Female,1,Intermediate,231,20
R063573,21,Male,1,Advanced,228,20
R035571,22,Female,2,Intermediate,238,37.6
R040792,23,Male,3,Beginner,261,31.2
R048311,41,Male,1,Beginner,275,22.7
R084635,33,Female,0,Beginner,,20
R070209,59,Male,1,Beginner,301,29.2
R070096,37,Female,2,Beginner,258,43.7
R001272,50,Female,1,Intermediate,206,20
R018318,21,Female,0,Beginner,,33
R074808,60,Female,1,Advanced,204,42.4
R035373,49,Male,0,Intermediate,,20
R072701,41,Male,0,Beginner,,20
R032345,65,Male,3,Beginner,279,20
R030459,37,Male,1,Beginner,284,20
R008198,56,Male,1,Intermediate,250,20
R014827,55,Male,2,Advanced,228,20
R092549,39,Male,3,Beginner,309,20
R016777,63,Male,1,Intermediate,273,20
R019108,60,Male,1,Advanced,246,20
R097015,26,Female,1,Advanced,227,20
R096133,46,Female,2,Intermediate,256,24.6
R088595,41,Female,5,Intermediate,259,38.9
R055554,22,Female,1,Beginner,256,20
R054545,59,Male,3,Advanced,268,61.3
R069365,32,Male,1,Intermediate,240,36.8
R086048,37,Female,2,Beginner,272,29
R099361,56,Male,3,Intermediate,215,20
R077768,40,Female,2,Intermediate,281,30
R087551,65,Male,4,Beginner,278,22.8
R051400,37,Male,2,Intermediate,204,20
R018531,33,Male,3,Intermediate,265,45
R000758,45,Female,2,Advanced,209,20
R050790,20,Male,2,Beginner,303,20
R058492,45,Female,4,Beginner,276,20
R041754,19,Male,3,Intermediate,253,49.9
R015035,21,Female,2,Beginner,289,39.4
R018701,37,Male,5,Beginner,278,20
R081507,36,Female,2,Intermediate,246,20
R041455,60,Male,4,Advanced,221,35.3
R024386,57,Male,2,Beginner,275,20
R069955,45,Female,1,Beginner,306,20
R011274,42,Male,1,Beginner,263,37.1
R086895,19,Male,2,Beginner,252,24.9
R088919,27,Male,2,Intermediate,234,43.8
R079809,27,Male,3,Intermediate,285,114.7442282
R006937,49,Female,2,Beginner,304,20
R015182,21,Male,1,Intermediate,266,23
R035050,50,Female,4,Advanced,227,42.6
R079730,25,Male,1,Beginner,319,20
R001000,37,Female,3,Intermediate,216,40.8
R033566,33,Female,1,Beginner,279,20
R026298,48,Female,4,Beginner,290,20
R009193,31,Female,2,Intermediate,267,39.5
R045786,20,Male,1,Intermediate,232,20.8
R013894,23,Female,2,Beginner,276,20
R036096,60,Female,2,Intermediate,274,20
R081213,42,Male,2,Beginner,294,37.1
R007324,43,Male,1,Beginner,298,24.1
R022105,62,Male,2,Beginner,272,49.6
R006625,43,Male,0,Beginner,,24.8
R073916,25,Male,2,Beginner,217,40.8
R090133,35,Male,4,Advanced,215,62.6
R004000,39,Male,1,Beginner,279,20
R050615,24,Female,0,Intermediate,,20
R065560,60,Male,4,Advanced,234,41.6
R054762,51,Male,3,Advanced,200,20
R068074,45,Male,1,Advanced,210,34.4
R078323,50,Male,0,Intermediate,,20
R017049,27,Female,0,Advanced,,20
R019263,33,Female,1,Beginner,322,20
R068670,21,Male,2,Beginner,275,20
R049401,52,Female,5,Intermediate,207,20
R080374,54,Male,6,Beginner,307,20
R059622,59,Male,2,Beginner,265,49.2
R061674,22,Female,2,Intermediate,305,20
R084375,33,Female,1,Beginner,315,24.4
R017038,36,Male,1,Beginner,323,20
R078814,62,Male,2,Intermediate,263,36.8
R098618,32,Female,2,Beginner,265,20
R065126,57,Male,1,Advanced,222,20.6
R027999,65,Male,2,Beginner,289,31.3
R073096,64,Male,0,Beginner,,24
R074223,21,Female,4,Advanced,217,39.6
R068724,26,Female,0,Beginner,,20
R056326,51,Female,4,Intermediate,249,39.1
R026770,41,Male,4,Advanced,231,36.3
R067325,44,Female,1,Intermediate,225,20.8
R062640,53,Female,2,Beginner,236,20
R082278,19,Non-binary,3,Intermediate,216,27.7
R006364,43,Female,2,Beginner,312,20
R001680,33,Female,0,Beginner,,20
R055208,28,Male,4,Intermediate,246,42.1
R049968,42,Male,3,Intermediate,258,31.7
R019180,63,Male,3,Advanced,207,20
R025590,37,Female,2,Intermediate,245,33.2
R000541,58,Male,2,Advanced,251,39.4
R091002,19,Female,2,Beginner,277,20
R090330,64,Female,3,Beginner,302,20
R042928,23,Non-binary,1,Intermediate,248,20
R041843,26,Male,3,Beginner,283,20
R001737,45,Male,3,Intermediate,280,20
R081537,55,Female,4,Advanced,230,82.7
R058421,36,Female,2,Beginner,293,30.1
R058970,22,Male,2,Beginner,283,112.7099698
R030075,32,Male,1,Beginner,239,20
R048070,31,Female,2,Advanced,263,20
R020544,31,Male,2,Beginner,274,20
R078797,59,Male,3,Intermediate,284,20
R028634,18,Female,1,Intermediate,238,20
R038762,30,Female,2,Advanced,215,52.9
R026899,22,Male,1,Intermediate,266,30.4
R038767,61,Female,4,Beginner,309,25.2
R019474,60,Female,2,Intermediate,281,20
R013295,38,Male,3,Beginner,269,20
R040038,49,Female,4,Beginner,296,20
R035913,56,Male,3,Beginner,286,20
R006807,24,Female,3,Advanced,234,36.4
R075865,49,Female,3,Beginner,287,20
R003167,48,Male,1,Advanced,230,20
R053986,56,Male,1,Beginner,264,23.6
R009176,21,Male,2,Advanced,190,51.6
R082961,65,Male,3,Intermediate,257,43.4
R005480,19,Male,4,Beginner,284,21.6
R075188,47,Non-binary,2,Advanced,205,36.1
R018462,36,Female,2,Advanced,246,29.9
R089238,25,Male,2,Advanced,248,26.7
R025465,62,Male,1,Beginner,240,51.5
R008901,63,Female,2,Intermediate,237,20
R011193,47,Male,1,Advanced,157,48
R047134,63,Non-binary,1,Beginner,279,44.6
R094173,25,Male,3,Beginner,276,20.1
R083332,40,Male,3,Advanced,231,20
R000432,64,Male,4,Beginner,272,38.1
R078004,24,Female,4,Beginner,272,20
R043237,51,Female,1,Advanced,201,29.3
R001245,46,Female,1,Beginner,256,27.7
R030632,36,Female,1,Beginner,289,20
R012777,24,Non-binary,1,Advanced,234,39.8
R068745,44,Male,3,Beginner,286,22.5
R079938,21,Female,1,Intermediate,267,24.4
R067770,58,Male,3,Advanced,181,58.6
R054576,48,Male,2,Beginner,311,20
R037742,57,Male,0,Intermediate,,58
R042948,29,Female,3,Intermediate,283,20
R082509,22,Female,2,Intermediate,243,20
R095638,55,Male,7,Beginner,303,24.6
R045173,52,Male,1,Advanced,199,45.1
R057210,32,Female,2,Beginner,311,20
R006999,34,Female,6,Beginner,292,27.6
R009443,53,Male,2,Intermediate,259,45.3
R024716,46,Male,3,Advanced,256,65.9
R005200,26,Female,1,Beginner,269,38.9
R032407,39,Female,1,Beginner,287,20
R074571,46,Female,2,Beginner,266,35.3
R013766,41,Female,1,Intermediate,253,20
R078449,27,Male,0,Beginner,,20
R019428,31,Female,3,Advanced,227,22.7
R068395,37,Female,1,Intermediate,282,20
R082861,35,Male,1,Intermediate,232,20
R029923,21,Female,2,Beginner,275,20
R097970,63,Female,1,Intermediate,270,20
R008274,46,Male,0,Intermediate,,34.5
R096825,18,Female,0,Advanced,,39.1
R077765,37,Female,2,Beginner,306,20
R067976,49,Female,1,Intermediate,260,53.4
R003126,23,Non-binary,0,Intermediate,,38.6
R046630,58,Female,2,Beginner,265,20
R053852,44,Male,2,Intermediate,230,61.3
R052504,47,Male,3,Beginner,274,20.9
R058667,49,Non-binary,1,Intermediate,245,20
R037858,24,Female,3,Beginner,299,47.9
R003837,40,Female,3,Intermediate,267,25.7
R091991,40,Male,0,Intermediate,,32.4
R044332,65,Female,3,Intermediate,265,20.5
R051464,20,Male,2,Advanced,181,20
R069677,38,Non-binary,2,Beginner,293,20
R017903,51,Male,2,Beginner,278,34.2
R096146,20,Female,1,Intermediate,247,28
R053427,59,Male,3,Beginner,238,35.4
R020340,37,Male,2,Beginner,286,20
R055665,59,Male,3,Beginner,280,20
R015552,56,Male,4,Advanced,217,20
R099557,44,Male,2,Beginner,255,42.9
R027948,43,Female,2,Beginner,249,20
R068941,34,Female,1,Beginner,316,20
R071818,43,Female,1,Advanced,219,20
R006962,51,Male,4,Intermediate,247,36.4
R001761,29,Male,1,Intermediate,271,26.7
R072403,44,Non-binary,1,Beginner,262,20
R006515,40,Female,3,Beginner,289,20
R004826,36,Female,4,Beginner,284,24
R031191,53,Male,3,Intermediate,303,20
R006295,29,Male,1,Beginner,275,21.7
R005129,38,Male,2,Intermediate,275,46.1
R033062,38,Male,4,Beginner,235,20
R079544,29,Male,0,Beginner,,20
R035904,61,Female,3,Intermediate,273,33.4
R015841,59,Female,4,Intermediate,263,28.3
R068271,58,Female,5,Beginner,311,20
R074605,64,Female,6,Beginner,257,38.1
R063445,20,Female,5,Beginner,315,20
R025742,30,Female,5,Advanced,189,56.9
R002692,45,Female,2,Advanced,204,20
R023648,65,Male,3,Beginner,279,20
R024207,51,Male,4,Advanced,217,53.6
R010352,28,Female,1,Intermediate,234,27.3
R095292,18,Female,1,Beginner,284,20
R057035,25,Female,4,Advanced,266,20
R063417,40,Male,1,Beginner,287,20
R085281,40,Male,0,Intermediate,,20
R071032,42,Female,2,Intermediate,219,20
R071181,55,Male,1,Beginner,294,20
R034859,50,Male,4,Intermediate,273,31
R046442,52,Male,1,Intermediate,251,46.2
R016110,18,Male,4,Beginner,311,20
R002484,59,Female,2,Intermediate,204,32.4
R008034,45,Female,3,Intermediate,271,25.4
R080197,32,Male,3,Intermediate,190,20
